rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
129,109,109,72,97,Mayagüez,Mayagüez Municipio,Puerto Rico,PR,85232.17025,201.174433,423.6729736,3448.573242,1899.969036,1984.732666,1287.130249,7.64653635,7.09225758,7.104305744,6.791376591,0.260532155,0.282915203
130,83,87,4,13,Maricopa,Maricopa County,Arizona,AZ,4202026.477,23829.62233,176.3362599,3426.154541,2109.845069,2190.256104,1599.647705,7.785394192,7.432617376,7.455423355,7.149756908,0.230685263,0.246260016
131,89,84,6,95,Solano,Solano County,California,CA,416715.558,2128.488719,195.7800172,3424.278564,2052.200087,2198.275879,1293.305176,7.829954624,7.3778458,7.425448418,6.828743935,0.273479429,0.306619429
132,108,113,51,153,Prince William,Prince William County,Virginia,VA,477352.5124,869.574665,548.949425,3418.092285,1910.104522,1971.189697,1207.234375,7.761684418,7.274394981,7.262816906,6.868837833,0.191811895,0.184235543
133,86,86,41,67,Washington,Washington County,Oregon,OR,579042.5191,1875.85954,308.6811708,3417.95166,2088.350815,2193.832031,1606.328369,7.814332008,7.422576599,7.442062378,7.125797749,0.234313417,0.253664071
134,70,53,25,9,Essex,Essex County,Massachusetts,MA,747196.1825,1275.609141,585.756372,3415.087158,2243.086952,2529.805908,1448.556641,7.609051704,7.153930254,7.232217789,6.907314301,0.177909605,0.187759854
135,87,92,48,141,El Paso,El Paso County,Texas,TX,862234.4003,2624.29765,328.5581574,3414.852783,2084.08439,2150.724854,1400.873901,7.872122288,7.443872271,7.451041222,7.007495403,0.220044883,0.23465925
136,77,70,36,87,Rockland,Rockland County,New York,NY,320296.0998,449.218387,713.0075462,3413.173096,2191.142196,2327.10791,1336.539673,7.641956806,7.291964938,7.340912819,7.012867928,0.175870434,0.183820639
137,240,209,56,1,Albany,Albany County,Wyoming,WY,38250.27385,11070.4555,3.45516712,3386.471924,1339.393645,1532.617065,744.772522,7.295139313,6.547711038,6.537368298,5.910095215,0.569947915,0.640042842
138,189,195,18,105,Monroe,Monroe County,Indiana,IN,146454.8507,1021.806936,143.3292783,3376.511963,1483.100333,1568.414185,867.776062,7.290147781,6.640074857,6.555268764,6.203653336,0.325892428,0.337225402
139,67,60,42,77,Lehigh,Lehigh County,Pennsylvania,PA,366188.416,894.308181,409.4655777,3364.79541,2261.996742,2463.689209,1593.185669,7.517130375,7.074682908,7.104556084,6.804494381,0.219806254,0.251491714
140,82,94,22,51,Jefferson,Jefferson Parish,Louisiana,LA,413676.635,765.849559,540.1539116,3360.351074,2117.48119,2141.784912,1572.637939,7.880325794,7.501332876,7.533491135,7.239542484,0.193425495,0.205711693
141,76,79,49,35,Salt Lake,Salt Lake County,Utah,UT,1091655.3,1921.943552,567.995506,3359.169678,2192.214925,2273.281494,1718.264038,7.881996632,7.567700031,7.58985424,7.313281059,0.172058367,0.178618928
142,748,693,42,119,Union,Union County,Pennsylvania,PA,45693.88589,818.323461,55.83841607,3353.055908,716.7647985,791.1790161,240.4452667,6.698352814,5.676887441,5.570827961,4.873639584,0.430710532,0.380525958
143,127,122,32,31,Washoe,Washoe County,Nevada,NV,464279.1494,16358.77948,28.38103845,3313.337158,1768.869455,1916.519531,1089.033081,7.652396679,7.143074794,7.158343792,6.64142561,0.381442179,0.425907355
144,389,317,26,73,Isabella,Isabella County,Michigan,MI,73144.63651,1483.282623,49.31267674,3309.909424,1051.434377,1235.407715,528.0231323,6.698213577,5.783115144,5.6156106,5.156966209,0.417191751,0.419025472
145,103,98,24,5,Baltimore,Baltimore County,Maryland,MD,824615.2235,1549.745106,532.0973238,3305.517578,1927.917932,2070.435547,1335.483398,7.699966908,7.24630869,7.260369778,6.959322453,0.180071591,0.175251365
146,100,105,48,85,Collin,Collin County,Texas,TX,985243.2482,2179.221397,452.1079178,3286.462402,1946.446679,2030.496338,1391.387817,7.73342514,7.293898206,7.31436348,6.946638584,0.190692945,0.189917066
147,135,134,12,95,Orange,Orange County,Florida,FL,1277328.555,2335.820971,546.8435171,3284.661865,1724.878316,1851.164917,1298.498291,7.678417683,7.232769404,7.286464214,6.98991251,0.169870886,0.148108757
148,80,82,6,99,Stanislaus,Stanislaus County,California,CA,545278.6811,3874.667416,140.7291575,3281.743652,2137.401295,2223.422852,1378.207886,7.75605011,7.327690364,7.341150761,6.879097462,0.285220582,0.329271123
149,106,104,6,87,Santa Cruz,Santa Cruz County,California,CA,263503.376,1152.794691,228.5778882,3267.733398,1923.406914,2037.901367,1181.848389,7.583028793,7.058826686,7.032020092,6.586559772,0.270960845,0.30212668
150,92,91,27,53,Hennepin,Hennepin County,Minnesota,MN,1163425.246,1434.450857,811.0596754,3263.883301,1988.063654,2151.23877,1687.058105,7.654228687,7.29231292,7.370432377,7.185297966,0.139089929,0.123350094
151,215,234,54,61,Monongalia,Monongalia County,West Virginia,WV,102862.7908,932.631311,110.2930918,3245.313721,1408.003589,1450.855957,743.1156616,7.168503284,6.442459252,6.290205002,5.924119473,0.351500252,0.37244561
152,95,107,48,29,Bexar,Bexar County,Texas,TX,1883037.328,3212.379601,586.1814485,3244.331543,1966.331893,1998.680542,1488.268066,7.761777401,7.35985933,7.343263626,7.08651638,0.157731582,0.149886143
153,122,138,21,67,Fayette,Fayette County,Kentucky,KY,310851.5555,734.616008,423.1483552,3238.491943,1804.564156,1817.548828,1248.771362,7.682753563,7.297983634,7.276797771,6.930174828,0.216829815,0.219771946
154,128,95,2,20,Anchorage,Anchorage Municipality,Alaska,AK,279606.0375,4420.591351,63.25082219,3232.735107,1768.635895,2133.841797,1242.709839,7.800246716,7.258404308,7.384790421,6.922250271,0.352297863,0.396812522
155,957,1042,40,11,Blaine,Blaine County,Oklahoma,OK,12140.8179,2404.772608,5.048634479,3230.426025,582.6197742,569.4733276,65.02986145,6.229759693,5.134599888,4.925226688,3.400229931,0.613605722,0.609927875
156,171,172,17,113,McLean,McLean County,Illinois,IL,178296.7504,3064.600918,58.17943516,3181.328613,1550.494694,1643.075806,1009.160583,7.340624809,6.77188277,6.767518044,6.20382452,0.370527666,0.408935133
157,144,153,72,29,Canóvanas,Canóvanas Municipio,Puerto Rico,PR,47431.25772,85.127777,557.1772151,3174.337402,1658.80383,1756.731812,664.8721924,7.698158741,7.04267711,7.054850101,6.375936508,0.235643681,0.245484031
158,217,350,69,110,Saipan,Saipan Municipality,North. Mar Isl,MP,49085.18288,118.890997,412.8587035,3135.603027,1392.657243,1181.292236,784.7001953,7.770516872,6.966092791,6.756536007,6.440470695,0.268511001,0.254460189
159,136,124,31,109,Lancaster,Lancaster County,Nebraska,NE,301683.228,2169.270569,139.0712769,3129.679688,1717.274558,1896.897827,1278.924561,7.564937592,7.093291288,7.125977039,6.711370945,0.297825318,0.327188143
160,107,103,39,49,Franklin,Franklin County,Ohio,OH,1200594.212,1378.938272,870.6656682,3125.806152,1914.553862,2039.631592,1379.980469,7.719024181,7.334492358,7.379867077,7.081815243,0.127726589,0.109001842
161,860,703,17,103,Lee,Lee County,Illinois,IL,35675.81181,1877.189067,19.00491135,3123.783691,643.7244294,784.3199463,384.1896667,6.417523384,5.424188495,5.347563744,4.68252182,0.494956514,0.467337833
162,193,188,24,3,Anne Arundel,Anne Arundel County,Maryland,MD,555042.9563,1074.353655,516.6296533,3114.26001,1471.647687,1588.497437,938.0040894,7.483887196,6.960802561,7.017259598,6.634197235,0.183775333,0.149984307
163,102,97,34,7,Camden,Camden County,New Jersey,NJ,516865.33,573.293905,901.5712978,3108.980225,1938.953064,2094.235596,1606.53186,7.703168392,7.344959476,7.390381813,7.207147121,0.136503332,0.120566253
164,90,88,22,71,Orleans,Orleans Parish,Louisiana,LA,285241.7291,438.830826,650.0038561,3104.079834,1990.340647,2162.873535,1663.854004,7.80921793,7.44944386,7.537652969,7.282188416,0.175929161,0.183935211
165,93,89,17,89,Kane,Kane County,Illinois,IL,583268.4948,1345.136016,433.6130234,3102.218506,1982.328192,2160.489258,1295.619141,7.628876209,7.187295086,7.245040417,6.863820553,0.198487271,0.21096918
166,94,96,27,123,Ramsey,Ramsey County,Minnesota,MN,501860.1114,394.308034,1272.761567,3099.944336,1972.97554,2129.422607,1708.717407,7.744684696,7.393633853,7.481304646,7.311153889,0.101523539,0.073338484
167,176,187,13,121,Fulton,Fulton County,Georgia,GA,966254.3593,1364.208323,708.2894475,3095.68335,1541.071109,1591.118042,1208.887451,7.517020226,7.073731493,7.087163448,6.922478676,0.147387384,0.107695297
168,864,752,29,63,DeKalb,DeKalb County,Missouri,MO,12966.31723,1091.311297,11.88141025,3087.465088,641.3726102,746.5978394,100.4901733,6.18066597,4.97921653,4.690850735,3.582814455,0.570166545,0.570201349
169,99,100,9,1,Fairfield,Fairfield County,Connecticut,CT,927335.6849,1618.659464,572.9035078,3086.62207,1952.043732,2047.999146,1474.280273,7.438789368,7.035249147,7.061018467,6.881584167,0.165951422,0.165902856
170,1072,378,17,9,Brown,Brown County,Illinois,IL,6857.832942,791.828628,8.66075398,3078.766113,540.6180959,1143.501221,152.6608429,6.490957737,5.088672691,5.197146893,3.96332407,0.621679037,0.619373336
171,1106,2020,69,120,Tinian,Tinian Municipality,North. Mar Isl,MP,3417.72026,108.237607,31.57608852,3076.610596,521.2516768,271.2169495,105.9389648,7.740715504,6.0924452,5.324839592,4.553155422,0.614085324,0.598555935
172,116,132,6,55,Napa,Napa County,California,CA,144250.3049,1937.986794,74.4330691,3076.56958,1833.189095,1866.26123,948.2858276,7.549704075,7.065966239,6.951888084,6.190228462,0.362206098,0.423271326
173,114,120,48,439,Tarrant,Tarrant County,Texas,TX,2003754.126,2236.863682,895.7873214,3075.207275,1854.780934,1933.085205,1322.242798,7.72356081,7.335067416,7.367232323,7.057245731,0.117766238,0.094364695
174,334,292,34,11,Cumberland,Cumberland County,New Jersey,NJ,160826.3234,1251.898273,128.4659679,3074.781494,1154.186565,1291.321167,636.3583374,7.220968723,6.441753105,6.394207478,5.896103382,0.320533476,0.307818134
175,1599,1800,31,97,Johnson,Johnson County,Nebraska,NE,5572.549409,974.023321,5.72116631,3061.970947,364.9617334,324.4450989,49.41835403,5.756633282,4.516238622,4.345671654,3.056519032,0.6508647,0.603888531
176,1730,1361,40,3,Alfalfa,Alfalfa County,Oklahoma,OK,5396.599811,2244.392665,2.40448113,3061.78833,332.7845649,449.1015625,35.34298325,5.810976982,4.491508523,4.480021,2.694876671,0.681952773,0.638937227
177,163,166,72,119,Río Grande,Río Grande Municipio,Puerto Rico,PR,55221.70252,157.008568,351.7113952,3046.390625,1584.602024,1671.002319,610.8359985,7.599713326,6.967620124,6.960872173,6.286920547,0.276091187,0.297703363
178,119,111,51,810,Virginia Beach,Virginia Beach city,Virginia,VA,436574.3006,633.828557,688.7892566,3027.188232,1820.192144,1974.113281,1411.563843,7.700232506,7.300319374,7.377102852,7.089147091,0.159738825,0.150619243
179,314,231,51,830,Williamsburg,Williamsburg city,Virginia,VA,13468.35173,23.15531,581.652836,3026.097412,1186.802151,1455.156982,702.8187866,7.598430157,6.877376684,6.956496239,6.530934334,0.265658057,0.226955145
180,97,102,35,1,Bernalillo,Bernalillo County,New Mexico,NM,713257.1294,3007.645106,237.1480359,3015.320068,1960.142809,2041.666016,1441.030273,7.719786644,7.364272325,7.366192818,7.051463604,0.235530323,0.263717201
181,177,173,19,103,Johnson,Johnson County,Iowa,IA,140609.1127,1587.640014,88.5648582,3003.661865,1538.818825,1639.844727,822.2070313,7.294618607,6.668666198,6.637756348,6.050233364,0.347392627,0.387385853
182,200,202,72,57,Guayama,Guayama Municipio,Puerto Rico,PR,47354.59434,168.319191,281.3380581,3003.174805,1446.371984,1547.049072,768.0450439,7.615521908,6.891930527,6.875005722,6.2498312,0.303767349,0.319410975
183,125,128,8,13,Boulder,Boulder County,Colorado,CO,306565.3166,1881.309466,162.9531569,3000.557617,1791.272802,1870.657593,1147.098755,7.568967819,7.094164345,7.114949226,6.604870319,0.283145166,0.317945211
184,857,891,29,169,Pulaski,Pulaski County,Missouri,MO,58238.40285,1417.013177,41.0994081,2993.083008,645.4248568,655.1385498,178.8912964,6.766016006,5.675856235,5.456510067,4.780483246,0.427457731,0.379520223
185,242,176,36,109,Tompkins,Tompkins County,New York,NY,102702.266,1229.314959,83.54430675,2992.450928,1334.093439,1621.344971,696.3398438,6.807181835,6.045442433,5.951794147,5.489659309,0.361536675,0.389450022
186,162,115,55,25,Dane,Dane County,Wisconsin,WI,517763.4588,3098.882969,167.0806752,2987.190674,1586.499877,1956.354736,1060.374023,7.38856554,6.806177575,6.872820854,6.359635353,0.266921593,0.279993232
187,118,131,48,157,Fort Bend,Fort Bend County,Texas,TX,743897.5325,2231.956074,333.2939842,2975.050049,1827.932738,1867.456299,1188.60144,7.655815125,7.220772042,7.206525326,6.827018738,0.208728068,0.220723237
188,117,99,42,11,Berks,Berks County,Pennsylvania,PA,428781.0625,2218.082423,193.3116002,2972.824219,1831.030014,2064.424072,917.2102661,7.18109417,6.600957261,6.609210491,6.133927345,0.261170596,0.291824286
189,153,154,51,700,Newport News,Newport News city,Virginia,VA,180237.705,178.689012,1008.666974,2967.920166,1612.694508,1741.460205,1243.155762,7.731681824,7.265796515,7.337647915,7.054171085,0.136194922,0.090495316
190,126,125,10,3,New Castle,New Castle County,Delaware,DE,551424.2823,1104.157957,499.4070629,2963.773682,1783.97694,1892.111572,1109.054565,7.55954361,7.123163707,7.143202305,6.775506973,0.181596041,0.181705188
191,137,163,6,47,Merced,Merced County,California,CA,279147.6207,5014.50662,55.66801321,2957.607178,1712.10519,1683.416138,887.918396,7.514025688,6.915901567,6.85351038,6.188776493,0.351944882,0.402117015
192,773,1047,39,97,Madison,Madison County,Ohio,OH,45548.43505,1206.445849,37.75423082,2954.626709,693.715084,567.0014038,226.7429047,6.681350231,5.700034041,5.39397049,4.728657722,0.44405562,0.410258737
193,863,835,29,187,St. Francois,St. Francois County,Missouri,MO,70053.6949,1170.381746,59.85542336,2950.103027,641.9798255,686.9575806,272.0536804,6.634603024,5.778140231,5.613816738,4.989774227,0.396118571,0.33582395
194,124,149,72,63,Gurabo,Gurabo Municipio,Puerto Rico,PR,52510.23564,72.221273,727.0743572,2936.661865,1792.330753,1770.241821,668.7352905,7.652869701,7.167953916,7.096597672,6.462416172,0.20396316,0.210817602
195,143,139,9,9,New Haven,New Haven County,Connecticut,CT,871992.5721,1565.683007,556.9406886,2935.219971,1681.6793,1817.395386,1238.491455,7.45070982,6.977546919,7.013626575,6.764482975,0.163946832,0.150228082
196,285,345,12,73,Leon,Leon County,Florida,FL,292836.3061,1727.237331,169.5402831,2933.7146,1241.815937,1193.469727,826.1555176,7.384981632,6.681527405,6.592463017,6.308465004,0.278890189,0.26712706
197,131,150,8,35,Douglas,Douglas County,Colorado,CO,364664.333,2176.240583,167.5661854,2929.349365,1748.833469,1769.544678,986.472229,7.620102406,7.096913632,7.052989483,6.556659222,0.27504493,0.305168219
198,141,133,6,101,Sutter,Sutter County,California,CA,102732.8415,1560.546528,65.83132234,2923.901123,1690.771858,1863.0802,890.2636719,7.492916107,6.935601671,6.960472584,6.258650303,0.37458469,0.441443869
199,154,155,4,27,Yuma,Yuma County,Arizona,AZ,216526.1328,14280.77761,15.16206882,2923.81958,1610.929415,1741.302368,795.0078735,7.611477375,7.000488319,7.044824123,6.16534853,0.427275537,0.487710968
200,145,158,8,41,El Paso,El Paso County,Colorado,CO,675878.9825,5508.514019,122.6971521,2915.407227,1648.079502,1704.657959,1113.870483,7.579410076,7.069716742,7.050223351,6.654595375,0.278229699,0.301559285
201,514,527,48,99,Coryell,Coryell County,Texas,TX,75185.04913,2725.181904,27.58900205,2911.26001,910.3643488,933.8772583,379.5050049,7.126646519,6.268269125,6.1203475,5.344763756,0.436763957,0.442010025
202,308,352,51,680,Lynchburg,Lynchburg city,Virginia,VA,79538.59784,126.842532,627.0656742,2897.795898,1196.243696,1180.231567,736.633728,7.42178154,6.823855321,6.836492062,6.527863503,0.199517903,0.13336724
203,428,682,48,489,Willacy,Willacy County,Texas,TX,23060.3,1529.652132,15.07551914,2891.022705,1005.77666,798.0449219,307.7252808,6.882470131,6.093370457,5.895225525,4.893102646,0.520519895,0.572829703
204,158,146,41,47,Marion,Marion County,Oregon,OR,328336.117,3057.633979,107.3824137,2890.245117,1596.595123,1781.699585,1205.005615,7.426990986,6.911710053,6.951311111,6.526123047,0.304897404,0.336336293
205,160,168,51,630,Fredericksburg,Fredericksburg city,Virginia,VA,27006.60931,27.067167,997.7626884,2889.509033,1594.472482,1651.421631,1020.255371,7.691847801,7.201057271,7.239130497,6.801721573,0.176656774,0.142127678
206,167,175,6,69,San Benito,San Benito County,California,CA,55515.22687,3596.591082,15.43551257,2881.687256,1570.874608,1623.159424,736.3030396,7.272190571,6.687145188,6.635656357,5.877746582,0.476717282,0.56458998
207,138,144,6,97,Sonoma,Sonoma County,California,CA,492039.7983,4080.764059,120.5754097,2868.392578,1709.815296,1784.038818,1019.494263,7.450847149,6.982023271,6.934135437,6.435517788,0.285864482,0.318962312
208,129,116,8,14,Broomfield,Broomfield County,Colorado,CO,62190.08815,85.478765,727.5501483,2865.412598,1766.810684,1946.897949,1513.337036,7.730414867,7.316153074,7.397434711,7.17294836,0.179846135,0.199459296
209,245,257,6,79,San Luis Obispo,San Luis Obispo County,California,CA,279743.6073,8548.557892,32.72407005,2863.768799,1327.159083,1371.109863,545.854248,7.258165836,6.622617384,6.556949615,5.826762676,0.378306134,0.40897749
210,309,304,72,75,Juana Díaz,Juana Díaz Municipio,Puerto Rico,PR,51504.4756,156.117101,329.9092494,2863.602539,1195.495899,1266.830444,489.4389343,7.582481861,6.782400451,6.697661877,6.095885754,0.279149086,0.254919637
211,313,258,72,133,Santa Isabel,Santa Isabel Municipio,Puerto Rico,PR,23213.33423,88.150113,263.3386781,2849.288818,1187.35282,1370.143555,294.6461487,7.610727787,6.70357416,6.818751812,5.613304138,0.323796174,0.336241747
212,1589,2044,12,133,Washington,Washington County,Florida,FL,26950.26144,1514.305977,17.79710432,2848.325195,366.972274,267.4872742,61.25737,5.692463875,4.483222578,4.007637024,3.488604784,0.503125325,0.413269062
213,110,106,25,21,Norfolk,Norfolk County,Massachusetts,MA,680144.8011,1025.91291,662.9654374,2833.85498,1882.239504,2012.51062,1086.018799,7.434324741,7.050325081,7.09616375,6.726040363,0.150071842,0.150503941
214,142,147,53,21,Franklin,Franklin County,Washington,WA,97525.55114,3215.71849,30.3277639,2829.089111,1690.197767,1781.391235,1075.069092,7.455889702,6.824331715,6.790129662,6.315757751,0.418261186,0.497849649
