name,threelett,area,pop,pwpd,pwlogpd,popdens,gamma
Jamaica,JAM,10990.0,0.0,0.0,0.0,0.0,0.0
Italy,ITA,301340.0,43478012.0,277.34716796875,5.347886562347412,144.28224596800956,0.0
Israel,ISR,22070.0,9738760.0,579.4667358398438,6.361347198486328,441.26687811508833,0.0
Israel,PSX,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,IRL,70280.0,3836455.5,175.19313049316406,4.758175373077393,54.58815452475811,0.0
Iraq,IRQ,435051.9921875,35018304.0,292.26513671875,5.187413692474365,80.49222766208528,0.0
Iran,IRN,1745150.0,77299816.0,272.4284973144531,4.6570210456848145,44.29408131106209,0.0
Indonesia,IDN,1913580.0,198331008.0,1024.03271484375,6.236915111541748,103.64395948954316,0.0
India,IND,3287259.0625,1238059008.0,750.4744262695312,6.333653450012207,376.6234983191259,0.0
Iceland,ISL,103000.0,234016.6875,30.7088680267334,2.944136142730713,2.2720066747572814,0.0
Hungary,HUN,93030.0,10415758.0,159.80426025390625,4.893131732940674,111.96128130710524,0.0
Honduras,HND,112490.0,8181551.5,113.31697082519531,4.608015060424805,72.7313672326429,0.0
Haiti,HTI,27750.0,9065426.0,546.2969360351562,6.234597682952881,326.682018018018,0.0
Guyana,GUY,214970.0,594148.9375,28.463869094848633,2.733267307281494,2.7638690863841466,0.0
Guinea-Bissau,GNB,36130.0,1436918.25,61.37083053588867,4.109811305999756,39.77077913091614,0.0
Guinea,GIN,245860.0,12414635.0,141.9016571044922,4.3479743003845215,50.494732774749856,0.0
Guatemala,GTM,108890.0,16033824.0,284.8305969238281,5.426331520080566,147.24790155202498,0.0
Grenada,GRD,340.0,0.0,0.0,0.0,0.0,0.0
Greece,GRC,131960.0,6953026.5,140.0095977783203,4.603357315063477,52.690409972719,0.0
Ghana,GHA,238540.0,25932050.0,315.4922180175781,5.24188756942749,108.71153684916575,0.0
Germany,DEU,357408.984375,75931256.0,346.2688903808594,5.655426502227783,212.4492089441477,0.0
Georgia,GEO,69700.0,4436781.5,91.9766616821289,4.263873100280762,63.655401721664276,0.0
Gambia,GMB,11300.0,3535960.0,161.25074768066406,4.9144511222839355,312.916814159292,0.0
