hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
3527,Brant County Health Unit,1142.2614390608146,Ontario,ON,150005.3125,2788.59814453125,7.4672746658325195,131.32309939774973,0.31137505043679203
3530,Durham Regional Health Unit,2621.3360368310214,Ontario,ON,662999.0,3963.455810546875,7.898007392883301,252.92407790704735,0.2585283189708601
3533,Grey Bruce Health Unit,8639.638257969138,Ontario,ON,150929.609375,1057.854248046875,6.132850646972656,17.46943620420492,0.34667967887440326
3534,Haldimand-Norfolk Health Unit,2970.9161288992373,Ontario,ON,111332.0625,1077.6417236328125,6.142918586730957,37.47398367023238,0.3118968158561484
3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",9906.086021922767,Ontario,ON,176971.640625,1083.2073974609375,6.244630336761475,17.86494082863313,0.3428274085883774
3536,Halton Regional Health Unit,984.4490551304995,Ontario,ON,571292.625,4519.66845703125,8.112059593200684,580.3171042957312,0.21238377422198035
3537,City of Hamilton Health Unit,1148.72766975287,Ontario,ON,542073.4375,5051.5322265625,8.10612964630127,471.890293733952,0.24144011290473766
3538,Hastings and Prince Edward Counties Health Unit,7430.032460074396,Ontario,ON,144873.3125,1485.80859375,6.542139053344727,19.498341801127125,0.3708224788688096
3539,Huron Perth Public Health Unit,5611.4563744436455,Ontario,ON,135608.5625,1387.9036865234375,6.455118656158447,24.166375616427217,0.3551541341726654
3540,Chatham-Kent Health Unit,2547.4594810826466,Ontario,ON,102209.1484375,1702.1258544921875,6.7635345458984375,40.121991810469176,0.35304316691961746
3541,"Kingston, Frontenac and Lennox and Addington Health Unit",7197.747646585383,Ontario,ON,198955.9375,2692.226806640625,7.24296236038208,27.641416074705653,0.3928920926158078
3542,Lambton Health Unit,2966.0266837560443,Ontario,ON,110999.296875,1965.3780517578125,6.966301441192627,37.42356651169282,0.3678768947091344
3543,"Leeds, Grenville and Lanark District Health Unit",6740.200554214623,Ontario,ON,151272.265625,1284.33837890625,6.445462703704834,22.44328850577154,0.3492281643401778
3544,Middlesex-London Health Unit,3335.9301028634613,Ontario,ON,463905.3125,3666.36572265625,7.74965763092041,139.06325917974053,0.30059699229626163
3546,Niagara Regional Area Health Unit,1892.4847657467405,Ontario,ON,432803.84375,2466.23779296875,7.348337173461914,228.6960780787175,0.23047112710139112
3547,North Bay Parry Sound District Health Unit,19017.917586715168,Ontario,ON,128385.8671875,1638.45263671875,6.602712154388428,6.7507847061648345,0.43497291285437295
