,name,threelett,area,pop,pwpd,pwlogpd,popdens,gamma
53,Sri Lanka,LKA,65610.0,19663448.0,2176.039306640625,6.775635242462158,299.7019966468526,0.17873831822254305
54,Spain,ESP,505923.984375,44434900.0,2342.803955078125,6.420821189880371,87.82920235515866,0.2500132708867871
55,South Korea,KOR,100295.0,47098060.0,7095.5029296875,7.907970905303955,469.59529388304503,0.23579152931480424
56,South Africa,ZAF,1219090.0,54175252.0,4422.8564453125,7.32561731338501,44.43909145346119,0.32828225898902047
57,Somalia,SOM,637660.0,8050555.0,827.8494873046875,3.881098985671997,12.625152902800865,0.31297905175127116
58,Somaliland,SOL,0.0,0.0,0.0,0.0,0.0,0.0
59,Solomon Islands,SLB,28900.0,422682.9375,813.803466796875,4.367861747741699,14.625707179930796,0.39126711360936245
60,Slovakia,SVK,49030.0,5398786.5,633.8134765625,5.495105266571045,110.11190087701408,0.16205805860072264
61,Slovenia,SVN,20675.0,2088652.25,737.1782836914062,5.781668186187744,101.02308343409915,0.20001457122501012
62,Singapore,SGP,719.0000152587891,4937851.5,18369.26171875,9.707600593566895,6867.6653619022845,0.14957053794997505
63,Sierra Leone,SLE,72300.0,5885472.0,2043.5057373046875,5.392343521118164,81.40348547717842,0.28806196117750366
64,Seychelles,SYC,460.0,69001.8984375,918.4619140625,6.6172003746032715,150.0041270380435,0.2955424491807208
65,Republic of Serbia,SRB,88360.0,7028931.0,1442.169677734375,6.010778427124023,79.54878904481666,0.25441117567924676
66,Senegal,SEN,196710.0,14987154.0,3767.072265625,5.800826549530029,76.1890803721214,0.3200164069363539
67,Saudi Arabia,SAU,2149690.0,31480404.0,346.63568115234375,4.564535140991211,14.644159855607088,0.21701314036255367
68,São Tomé and Principe,STP,960.0,171162.90625,2529.279296875,6.4687604904174805,178.29469401041666,0.38623526240276934
69,San Marino,SMR,60.0,30273.12890625,625.2807006835938,6.319911479949951,504.5521484375,0.052396487275962265
70,Samoa,WSM,2840.0,171724.171875,219.99407958984375,4.864255428314209,60.46625770246479,0.1624228562669601
71,Saint Vincent and the Grenadines,VCT,390.0,66390.1640625,473.6368408203125,5.782418727874756,170.23118990384614,0.17151496816089665
72,Saint Lucia,LCA,620.0,162606.28125,551.6260375976562,5.990354537963867,262.26819556451613,0.11563535199739075
73,Saint Kitts and Nevis,KNA,260.0,42353.47265625,270.7333984375,5.464232444763184,162.89797175480768,0.09135763313002913
74,Rwanda,RWA,26340.0,11567533.0,1131.71337890625,6.515900135040283,439.162224753227,0.09299868106406893
75,Russia,RUS,17098250.0,145233648.0,2413.6025390625,5.505134582519531,8.494065065138246,0.3392183738467576
76,Romania,ROU,238400.0,19318796.0,1313.4254150390625,5.605991363525391,81.03521812080537,0.22496980794292312
77,Qatar,QAT,11610.0,2134904.0,5992.2734375,7.614863395690918,183.88492678725237,0.3722282569919374
78,Portugal,PRT,92225.595703125,9427616.0,3136.085205078125,7.033376693725586,102.2234221218541,0.2994727061117639
79,Poland,POL,312680.0,38671044.0,989.944091796875,5.8536810874938965,123.67610336446207,0.16438732675204634
80,Philippines,PHL,300000.0,92045680.0,8031.4267578125,7.3921661376953125,306.81893333333335,0.2588787950610644
81,Peru,PER,1285220.0,30702840.0,3842.594482421875,5.983965873718262,23.88917072563452,0.3611772396888795
82,Paraguay,PRY,406751.9921875,6500231.5,1369.055419921875,5.312454700469971,15.980822773705299,0.3445726905955014
83,Papua New Guinea,PNG,462840.0,7417658.5,121.41609191894531,3.6611618995666504,16.02639897156685,0.15522919928744916
84,Panama,PAN,75420.0,3874226.25,2571.527587890625,6.0140910148620605,51.36868536197295,0.3484361679876537
85,Palau,PLW,460.0,5451.18896484375,41.69487762451172,3.465041399002075,11.850410793138588,0.2051817234332933
86,Pakistan,PAK,796100.0,186901744.0,2788.640625,6.570207595825195,234.77169199849266,0.18213061002186626
87,Oman,OMN,309500.0,4625681.0,376.8037109375,4.627173900604248,14.945657512116316,0.25526986679058267
88,Norway,NOR,625217.109375,4772641.0,417.4075012207031,4.701011657714844,7.633573887270909,0.29983144236450565
89,North Korea,PRK,120540.0,24514700.0,824.7511596679688,5.992070198059082,203.3739837398374,0.11966381226544512
90,Nigeria,NGA,923770.0,180896784.0,2424.13330078125,6.149142265319824,195.82448444959243,0.1831661914344213
91,Niger,NER,1267000.0,19883312.0,395.9711608886719,4.491805553436279,15.693221783741121,0.22972353797770753
92,Nicaragua,NIC,130370.0,6042266.0,796.6647338867188,5.066140174865723,46.34705837232492,0.24148786617198276
93,New Zealand,NZL,267710.0,4170585.0,1902.7864990234375,6.66765022277832,15.578741922229279,0.38448536583082477
94,New Zealand,NIU,0.0,0.0,0.0,0.0,0.0,0.0
95,New Zealand,COK,0.0,0.0,0.0,0.0,0.0,0.0
96,Netherlands,NLD,41540.0,16720860.0,1494.173095703125,6.7898077964782715,402.52431391429946,0.12333287114817713
97,Netherlands,ABW,180.0,89922.40625,1183.9715576171875,6.899144649505615,499.56892361111113,0.1661643047827364
98,Netherlands,CUW,444.0,140292.796875,1083.1185302734375,6.728618621826172,315.9747677364865,0.20209529910515336
99,Nepal,NPL,147180.0,29505428.0,3701.3935546875,6.5706400871276855,200.4717217013181,0.245036636672554
100,Nauru,NRU,20.0,8227.078125,609.7103881835938,6.240133762359619,411.35390625,0.13136352940521115
101,Namibia,NAM,824290.0,2449143.25,2410.002197265625,5.177641868591309,2.9712155309417803,0.49172481238657995
102,Mozambique,MOZ,799380.0,27697642.0,819.5968017578125,4.704624176025391,34.64890540168631,0.23275762302262631
103,Morocco,MAR,446550.0,34768868.0,5554.84521484375,6.856710910797119,77.86108610457956,0.32803437220867643
104,Western Sahara,SAH,0.0,0.0,0.0,0.0,0.0,0.0
105,Montenegro,MNE,13810.0,615719.4375,92.63251495361328,4.250033855438232,44.5850425416365,0.07670517835001553
106,Mongolia,MNG,1564120.0,2963521.0,815.569091796875,4.11771821975708,1.8946890264174103,0.4252192335496314
107,Moldova,MDA,33850.0,4000488.75,488.0303039550781,5.295607566833496,118.18282865583457,0.13597185628109826
108,Monaco,MCO,2.0,15085.7177734375,3365.53271484375,7.794259071350098,7542.85888671875,-1.1642763169844965
109,Mexico,MEX,1964380.0,126356360.0,6194.619140625,7.550745487213135,64.32378664005945,0.3152029411245912
110,Mauritius,MUS,2040.0,1200082.25,2082.757080078125,7.179228782653809,588.275612745098,0.16589704486541432
111,Mauritania,MRT,1030700.0,3990521.75,3223.646240234375,4.686220169067383,3.871661734743378,0.4856786276584149
112,Malta,MLT,320.0,368755.65625,3289.89111328125,7.725808143615723,1152.36142578125,0.1818625203717957
113,Mali,MLI,1240190.0,17658986.0,2515.669677734375,4.782799243927002,14.238935969488546,0.3687831851311488
114,Maldives,MDV,300.0,129923.109375,48710.4453125,10.77750015258789,433.07703125,0.8280002134236579
115,Malaysia,MYS,330345.0,28925716.0,1738.1795654296875,6.269089221954346,87.56214260848508,0.23514873748626586
116,Malawi,MWI,118480.0,17194410.0,1526.437255859375,6.038214683532715,145.125,0.20142062789634618
117,Madagascar,MDG,587295.0,24049004.0,1284.68798828125,4.83154821395874,40.94876339829217,0.259420041203428
118,Macedonia,MKD,25710.0,2097161.75,327.9710388183594,5.12408447265625,81.56988525865422,0.1370275914421647
119,Luxembourg,LUX,2590.0,581535.0,1080.8575439453125,6.159173488616943,224.53088803088804,0.1999508815611901
120,Lithuania,LTU,65286.0009765625,2857908.0,565.5465087890625,4.93627405166626,43.775203830082674,0.23079576657103795
121,Liechtenstein,LIE,160.0,30165.462890625,276.65972900390625,5.508513927459717,188.53414306640624,0.07556574856557363
122,Libya,LBY,1759540.0,6264405.5,297.1611022949219,3.722442626953125,3.560251827182104,0.3076682849373183
123,Liberia,LBR,111370.0,4283429.0,1637.6644287109375,5.199862957000732,38.461246296130014,0.32282075110961184
124,Lesotho,LSO,30360.0,2109751.0,445.2772216796875,4.910487174987793,69.49113965744401,0.17997474114372014
125,Lebanon,LBN,10450.0,5090437.5,15458.1181640625,8.002432823181152,487.1232057416268,0.3735939845174943
126,Latvia,LVA,64490.0,1936967.5,942.0839233398438,5.217583179473877,30.03516048999845,0.3111471154959771
127,Laos,LAO,236800.0,6776694.0,602.6829833984375,4.671834945678711,28.617795608108107,0.2462521094388628
128,Kyrgyzstan,KGZ,199949.00390625,6200708.0,3215.660400390625,5.19215726852417,31.011447313372578,0.38026392275861043
129,Kuwait,KWT,17820.0,3627004.0,5597.35888671875,7.5345258712768555,203.53557800224468,0.3385966355119847
130,Kosovo,KOS,0.0,0.0,0.0,0.0,0.0,0.0
131,Kiribati,KIR,810.0,33987.21484375,4291.2890625,7.88052225112915,41.95952449845679,0.6909979951081586
132,Kenya,KEN,580370.0,45906500.0,3147.384765625,6.138082027435303,79.09867842927787,0.2775611453732908
133,Kazakhstan,KAZ,2724901.875,17591192.0,635.08642578125,3.7540085315704346,6.455715767746683,0.3096782869379953
134,Jordan,JOR,89320.0,7560035.0,3607.104248046875,7.132015705108643,84.63989028213166,0.3291457153874191
135,Japan,JPN,377971.015625,122676752.0,3753.4248046875,7.2334723472595215,324.56655915043086,0.19061081752290854
136,Jamaica,JAM,10990.0,2694578.25,610.0582885742188,5.875784873962402,245.18455414012737,0.09796548389777755
137,Italy,ITA,301340.0,58331344.0,4428.54833984375,7.5743489265441895,193.57318643392844,0.24811136643512352
138,Israel,ISR,22070.0,7818288.5,2871.573486328125,7.31022310256958,354.2495922066153,0.2092200657672241
139,Israel,PSX,0.0,0.0,0.0,0.0,0.0,0.0
140,Ireland,IRL,70280.0,4540501.5,2038.662353515625,6.177772521972656,64.60588360842345,0.3092892921038316
141,Iraq,IRQ,435051.9921875,36243284.0,1097.164794921875,5.814493656158447,83.30793709911289,0.1985594078175875
142,Iran,IRN,1745150.0,79067008.0,858.7184448242188,5.103516101837158,45.306711743976166,0.20469761633915212
143,Indonesia,IDN,1913580.0,248168880.0,2455.314697265625,6.487722396850586,129.6882701533252,0.20331704270753118
144,India,IND,3287259.0625,1300391168.0,2530.952880859375,6.689434051513672,395.5852408574811,0.12368645535373178
145,Iceland,ISL,103000.0,286015.125,249.1450653076172,4.525913715362549,2.776845873786408,0.3895798860909944
146,Hungary,HUN,93030.0,9869506.0,1250.6044921875,5.660834789276123,106.08949801139417,0.21564277549041397
147,Honduras,HND,112490.0,8024349.5,449.87957763671875,5.35082483291626,71.33389190150235,0.15834140262673937
148,Haiti,HTI,27750.0,10187282.0,4560.2568359375,6.97737455368042,367.1092612612613,0.24625914646107447
149,Guyana,GUY,214970.0,734215.1875,1010.2470703125,5.295950889587402,3.4154309322231007,0.46339215578125637
150,Guinea-Bissau,GNB,36130.0,1722877.75,1507.990966796875,5.131800651550293,47.68551757542209,0.32910391262399774
151,Guinea,GIN,245860.0,12436790.0,1159.289794921875,5.101646900177002,50.58484503375905,0.2523187528183989
152,Guatemala,GTM,108890.0,16308726.0,1325.264404296875,5.944129467010498,149.77248599504085,0.18798347469374777
153,Grenada,GRD,340.0,86486.265625,351.711181640625,5.800658226013184,254.3713694852941,0.055587214625483536
154,Greece,GRC,131960.0,10251694.0,4510.763671875,6.689390659332275,77.68789026977872,0.3444813256431224
155,Ghana,GHA,238540.0,27131728.0,2311.328125,5.920427322387695,113.74078980464492,0.2432227939565154
156,Germany,DEU,357408.984375,80612432.0,1014.5537109375,6.241664886474609,225.5467420355051,0.11759751322586516
157,Georgia,GEO,69700.0,3912755.5,2057.224365234375,5.733265399932861,56.137094691535154,0.3229313771579675
158,Gambia,GMB,11300.0,1779561.25,1397.5823974609375,6.158920764923096,157.483296460177,0.2339315707420669
159,Gabon,GAB,267670.0,1641915.875,584.0988159179688,3.8197662830352783,6.1341049613329846,0.36456908186200526
160,France,FRA,549086.9921875,64768104.0,2747.267822265625,6.292675971984863,117.95599772264,0.2381997267714261
161,France,SPM,0.0,0.0,0.0,0.0,0.0,0.0
162,France,WLF,0.0,0.0,0.0,0.0,0.0,0.0
163,France,MAF,54.4,25839.71484375,835.8377075195312,6.728435039520264,474.99475815716914,0.14141123591598398
164,France,BLM,0.0,0.0,0.0,0.0,0.0,0.0
165,France,PYF,4000.0,205952.875,457.62689208984375,5.605426788330078,51.48821875,0.2634058587050117
166,France,NCL,18580.0,169801.015625,271.79473876953125,3.497326612472534,9.13891365043057,0.3451231510162297
167,France,ATF,0.0,0.0,0.0,0.0,0.0,0.0
168,Finland,ALD,0.0,0.0,0.0,0.0,0.0,0.0
169,Finland,FIN,338446.015625,5203521.0,511.9582824707031,4.550046443939209,15.374744448950846,0.2753286133354948
170,Fiji,FJI,18270.0,794396.625,1639.9617919921875,5.797460556030273,43.48093185550082,0.3699276334657329
171,Ethiopia,ETH,1104300.0,99275336.0,1017.7869873046875,5.356626510620117,89.8988825500317,0.17439805151956128
172,Estonia,EST,45340.0,1244219.125,2034.2564697265625,6.219213008880615,27.44197452580503,0.40158869140713804
173,Eritrea,ERI,117600.0,5324523.5,145.35781860351562,4.233722686767578,45.27656037414966,0.09990617224691005
174,Equatorial Guinea,GNQ,28050.0,808531.4375,104.87712860107422,3.8827974796295166,28.82465017825312,0.12610729910304855
175,El Salvador,SLV,21040.0,6058605.5,1433.2236328125,6.398544788360596,287.95653517110264,0.1612259314125211
176,Egypt,EGY,1001450.0,90149064.0,11124.072265625,8.201156616210938,90.01853712117429,0.348618757612006
177,Ecuador,ECU,256370.0,15624614.0,1200.3795166015625,5.92171049118042,60.94556305339938,0.23930639095168313
178,Dominican Republic,DOM,48670.0,10374323.0,3331.309326171875,6.892375946044922,213.15642079309637,0.2547152083329112
179,Dominica,DMA,750.0,66292.265625,187.85609436035156,4.912540435791016,88.3896875,0.1138840854905107
180,Djibouti,DJI,23200.0,797957.9375,1390.41650390625,5.5272345542907715,34.39473868534483,0.36803511586148735
181,Denmark,GRL,410450.0,23554.408203125,366.02154541015625,5.595968246459961,0.057386790603301256,0.6778048030257122
182,Denmark,FRO,1396.00006103516,34815.84765625,323.81158447265625,4.9995551109313965,24.939717861067574,0.3540354284453777
183,Denmark,DNK,42920.0,5102266.5,1967.6536865234375,6.164003372192383,118.87852982292638,0.2630983760047965
184,Czechia,CZE,78870.0,10523937.0,748.3777465820312,5.841912746429443,133.43396728794218,0.15292383284411054
185,Northern Cyprus,CYN,0.0,0.0,0.0,0.0,0.0,0.0
186,Cyprus,CYP,9250.0,717251.8125,1182.8096923828125,6.341509819030762,77.54073648648648,0.29837180992908663
187,Cuba,CUB,109880.0,11067949.0,979.5068359375,5.470743179321289,100.72760283946123,0.19596804337772947
188,Croatia,HRV,56590.0,3991735.0,558.7783203125,5.361394882202148,70.53781586852801,0.18911565887932616
189,Ivory Coast,CIV,322460.0,21987550.0,2561.509033203125,5.2885661125183105,68.1869069031818,0.2858857874381304
190,Costa Rica,CRI,51100.0,4781208.0,2231.307373046875,6.288728713989258,93.56571428571428,0.29254874616757864
191,Democratic Republic of the Congo,COD,2344860.0,77253640.0,2856.358154296875,4.885622978210449,32.94594986481069,0.3042346928315835
192,Republic of the Congo,COG,342000.0,4378169.5,4317.7861328125,5.286445617675781,12.801665204678363,0.4568092831258081
193,Comoros,COM,1861.0000610351601,633063.625,770.0859375,6.3765788078308105,340.17388728502544,0.10852162077735215
194,Colombia,COL,1141748.984375,47816336.0,2014.71728515625,6.045207500457764,41.879902372915126,0.2777034987089984
195,China,CHN,9562911.25,1355443072.0,5125.70703125,6.85029411315918,141.73958500346848,0.22322791547079365
196,China,MAC,30.399999618530302,68899.2578125,7239.9599609375,8.579075813293457,2266.422982798411,0.340147166483786
197,China,HKG,1105.99998474121,6329839.5,40210.2578125,10.159865379333496,5723.182267024265,0.27817585856735166
198,Chile,CHL,756096.015625,17615380.0,2571.73486328125,6.031964302062988,23.297808262405496,0.34751796483847885
199,Chad,TCD,1284000.0,13960815.0,304.63836669921875,3.6152310371398926,10.872908878504672,0.2369523435403041
200,Central African Republic,CAF,622980.0,4906013.5,2806.19189453125,3.9522705078125,7.875073838646506,0.44039592602362604
201,Cabo Verde,CPV,4030.0,455711.3125,1318.9666748046875,6.065741062164307,113.07973014888337,0.2959108759524861
202,Canada,CAN,9984670.0,33908504.0,3033.038818359375,7.00773811340332,3.3960565546983528,0.4215977286444588
203,Cameroon,CMR,475440.0,23124178.0,1982.5916748046875,5.435039520263672,48.63742638398116,0.28364198617164577
204,Cambodia,KHM,181040.0,15521987.0,2053.367919921875,5.660583019256592,85.7378866548829,0.26233420394258455
205,Myanmar,MMR,676590.0,52917616.0,1828.1766357421875,5.376306056976318,78.2122348837553,0.23476279562952868
206,Burundi,BDI,27830.0,11132202.0,1518.4180908203125,6.362941741943359,400.0072583542939,0.13034575585478064
207,Burkina Faso,BFA,274220.0,18102286.0,776.3921508789062,4.887742519378662,66.01373349865072,0.1968421057994649
208,Bulgaria,BGR,111000.0,7233381.5,508.42742919921875,5.057185649871826,65.1655990990991,0.17683912334648064
209,Brunei,BRN,5770.0,401684.96875,741.748779296875,6.046530723571777,69.61611243500866,0.273198371990719
210,Brazil,BRA,8515770.0,201233072.0,5700.58544921875,7.463348865509033,23.63063727648821,0.3437758994388854
211,Botswana,BWA,581730.0,2234766.25,120.26280975341797,2.8492777347564697,3.8415867326766713,0.25944371398472255
212,Bosnia and Herzegovina,BIH,51210.0,3848067.0,376.8584289550781,4.89132022857666,75.14288224956063,0.1487019726219642
213,Bolivia,BOL,1098580.0,10744051.0,634.8128662109375,4.712238788604736,9.779944109668845,0.30000989050631666
214,Bhutan,BTN,38393.9990234375,917930.875,177.6134796142578,4.311784744262695,23.90818613189139,0.18998239177205592
215,Benin,BEN,114760.0,10951024.0,1559.5650634765625,5.580103397369385,95.42544440571628,0.23980031245050346
216,Belize,BLZ,22970.0,360455.53125,22.980587005615234,2.9656124114990234,15.692448030039182,0.03798768076229233
217,Belgium,BEL,30530.0,11350003.0,1782.1383056640625,6.593894958496094,371.7655748444153,0.1517756082795684
218,Belarus,BLR,207600.0,9519968.0,2948.446533203125,5.895166873931885,45.857263969171484,0.3400616511381927
219,Barbados,BRB,430.0,223942.1875,1041.6722412109375,6.694495677947998,520.7957848837209,0.11432209882985422
220,Bangladesh,BGD,147630.0,155827360.0,6278.66943359375,7.509277820587158,1055.5263835263836,0.14981084376190473
221,Bahrain,BHR,778.000030517578,715263.125,4473.7607421875,7.931705474853516,919.3613071250894,0.23770026692575671
222,The Bahamas,BHS,13880.0,280903.96875,884.755126953125,5.92750358581543,20.238038094380403,0.3960647879737949
223,Azerbaijan,AZE,86600.0,9612660.0,1933.45947265625,5.750392436981201,111.00069284064665,0.251342765582705
224,Austria,AUT,83879.00390625,8629333.0,1246.3358154296875,5.900789260864258,102.87834378248989,0.22002180182519607
225,Australia,AUS,7741220.0,23332336.0,2137.297607421875,6.90009069442749,3.0140386140685833,0.4138184052414401
226,Australia,IOA,0.0,0.0,0.0,0.0,0.0,0.0
227,Australia,HMD,0.0,0.0,0.0,0.0,0.0,0.0
228,Australia,NFK,0.0,0.0,0.0,0.0,0.0,0.0
229,Australia,ATC,0.0,0.0,0.0,0.0,0.0,0.0
230,Armenia,ARM,29740.0,3046127.5,2632.265869140625,6.673068046569824,102.42526899798251,0.31518336441177486
231,Argentina,ARG,2780400.0,43370828.0,2758.0537109375,5.596980571746826,15.598772838440512,0.34877017084276546
232,Antigua and Barbuda,ATG,440.0,78849.875,870.7599487304688,6.190817356109619,179.20426136363636,0.25971718275765576
233,Angola,AGO,1246700.0,24791860.0,3136.24755859375,5.025258541107178,19.885987005695036,0.36055593203573155
234,Andorra,AND,470.0,65960.109375,482.0466003417969,5.53118896484375,140.34065824468084,0.20055612722861377
235,Algeria,DZA,2381740.0,38740700.0,1573.20458984375,5.879611968994141,16.265713302039686,0.31136035043483473
236,Albania,ALB,28750.0,2824384.25,2671.306640625,6.403038024902344,98.23945217391304,0.3217211009971529
237,Afghanistan,AFG,652860.0,32446498.0,1905.4033203125,5.232693672180176,49.69901357105658,0.27234535865730247
238,Kashmir,KAS,0.0,0.0,0.0,0.0,0.0,0.0
239,Antarctica,ATA,0.0,0.0,0.0,0.0,0.0,0.0
240,Netherlands,SXM,34.0,35723.8828125,1403.8017578125,7.158114433288574,1050.7024356617646,0.08215977193328469
